ID,Name,Career Growth,JoinedYear,Tenure,Age,Maritial Status,Total Salary,Promotions,Training,Gender,Working Hours,Experience,Performance Rating,No.of Leaves,Participation of Activities,churn
E0012555,DIBCOPWXQO,0,1996,19,38,1,54000.0,0,0,0,10,0,5,7,0.0,1
E0012556,PECQTXF,0,2014,1,23,0,90000.0,0,0,0,10,0,2,1,0.0,1
E0012557,UXWBWLPP,0,2001,14,44,0,24000.0,0,0,1,9,0,4,7,0.0,0
E0012558,BIUIHBYI,0,2006,9,36,0,54000.0,0,0,0,8,0,1,11,0.0,1
E0012559,LEPPSTJ,0,2013,2,37,0,54000.0,0,0,1,8,0,3,7,0.0,1
E001256,IQCIHRDO,0,2015,0,46,1,24000.0,0,0,1,10,0,2,11,0.0,1
E0012560,RGLVYPZG,0,2001,14,23,1,24000.0,0,0,0,9,0,1,8,0.0,1
E0012561,FVDUMHZH,0,2013,2,25,0,36000.0,0,0,0,8,0,3,17,0.0,1
E0012562,HBFUZIWPSI,0,2008,7,42,0,18000.0,0,0,1,8,0,5,18,0.0,1
E0012563,NGDLCSQ,0,2013,2,49,0,54000.0,0,0,0,10,0,4,2,0.0,1
E0012564,JLWEJBCURC,0,2004,11,29,0,60000.0,0,0,0,10,0,1,17,0.0,1
E0012565,PEOVXSUDBFHJ,0,1998,17,44,1,24000.0,0,0,1,10,0,3,13,0.0,1
E0012566,MJHGGLT,0,1998,17,26,0,60000.0,0,0,1,8,0,2,13,0.0,1
E0012567,CSMENOI,0,1997,18,28,0,60000.0,0,0,1,10,0,2,16,0.0,0
E0012568,PKIXSEEYROUVQX,0,1998,17,35,1,60000.0,0,0,0,9,0,3,5,0.0,1
E0012569,MGKYM,0,2011,4,32,1,54000.0,0,0,1,10,0,3,10,0.0,1
E001257,FGCSCQEHPFG,0,2004,11,34,1,36000.0,0,0,1,10,0,3,16,0.0,0
E0012570,PNWODVMWVGG,0,2003,12,33,0,24000.0,0,0,0,10,0,2,18,0.0,0
E0012571,IUIMKITU,0,2006,9,42,0,36000.0,0,0,0,9,0,3,10,0.0,0
E0012572,THOPRJYEGSE,0,2009,6,34,0,54000.0,0,0,0,9,0,3,2,0.0,0
E0012573,KYBITNYQK,0,2010,5,29,0,54000.0,0,0,0,8,0,1,12,0.0,1
E0012574,OHHEQALU,0,2009,6,42,0,18000.0,0,0,0,9,0,3,14,0.0,1
E0012575,CFPMDT,0,1996,19,20,0,24000.0,0,0,1,9,0,1,18,0.0,1
E0012576,ZSWRA,0,2015,0,37,1,24000.0,0,0,1,9,0,5,8,0.0,1
E0012577,GPZHN,0,2012,3,49,0,60000.0,0,0,1,9,0,5,6,0.0,1
E0012578,MLJGXVY,0,1999,16,26,0,180000.0,0,0,0,10,0,3,7,0.0,1
E0012579,QPHEMPFYM,0,2005,10,47,0,60000.0,0,0,0,9,0,1,7,0.0,1
E001258,CAKHOEZZLNT,0,2011,4,25,0,90000.0,0,0,0,9,0,2,11,0.0,1
E0012580,SYCNRVRGAAW,0,2015,0,20,0,90000.0,0,0,1,8,0,1,19,0.0,1
E0012581,RUPYPQHJ,0,2004,11,31,0,60000.0,0,0,0,9,0,4,12,0.0,1
E0012582,MKYUYVUSED,0,2003,12,47,1,24000.0,0,0,0,8,0,4,19,0.0,1
E0012583,BZXUSLULIUL,0,2007,8,44,0,60000.0,0,0,0,9,0,2,15,0.0,1
E0012584,KUKRVQ,0,2015,0,47,0,36000.0,0,0,0,8,0,1,8,0.0,1
E0012585,CDHWBJFAUJ,0,1997,18,30,0,54000.0,0,0,0,10,0,5,20,0.0,1
E0012586,ROLOVTC,0,1999,16,46,0,24000.0,0,0,1,8,0,3,16,0.0,0
E0012587,LRKCAAIIGZQ,0,1998,17,40,0,60000.0,0,0,1,9,0,1,8,0.0,1
E0012588,ZKTYKMPBS,0,2007,8,39,0,60000.0,0,0,1,9,0,4,6,0.0,1
E0012589,JQHBRVGJBC,0,1997,18,31,0,54000.0,0,0,0,8,0,5,10,0.0,0
E001259,ININCZ,0,2003,12,48,1,24000.0,0,0,0,8,0,5,17,0.0,1
E0012590,XEZHGVOPWLR,0,2008,7,27,1,54000.0,0,0,1,9,0,1,20,0.0,1
E0012591,QILGIN,0,2012,3,38,0,54000.0,0,0,1,8,0,1,8,0.0,1
E0012592,CSXALHJVMRY,0,2004,11,25,0,18000.0,0,0,0,10,0,2,14,0.0,1
E0012593,MNKCAADJOJFYV,0,2005,10,28,0,60000.0,0,0,0,10,0,3,8,0.0,0
E0012594,DORUJJXVCG,0,1996,19,22,1,54000.0,0,0,0,8,0,2,1,0.0,1
E0012595,MRLDOVWW,0,2004,11,33,0,54000.0,0,0,0,8,0,1,14,0.0,0
E0012596,AOFQVC,0,2002,13,38,0,54000.0,0,0,0,8,0,5,18,0.0,1
E0012597,YAMQSQJEUU,0,2011,4,43,0,54000.0,0,0,1,8,0,2,11,0.0,1
E0012598,TDOLFNBKWJC,0,2001,14,26,1,18000.0,0,0,0,8,0,2,13,0.0,1
E0012599,ZGEMFUWGJJ,0,2008,7,28,0,180000.0,0,0,0,9,0,1,9,0.0,1
E00126,WTEMAIO,0,2015,0,35,0,24000.0,0,0,1,8,0,5,2,0.0,1
E001260,QLWJSAZY,0,1998,17,30,0,60000.0,0,0,0,10,0,4,3,0.0,1
E0012600,RVYSQCRI,0,2013,2,25,0,90000.0,0,0,0,9,0,1,18,0.0,1
E0012601,JGREOQOPPD,0,2011,4,44,1,60000.0,0,0,1,9,0,2,20,0.0,1
E0012602,BWJJKOPXYR,0,2014,1,33,1,54000.0,0,0,1,8,0,4,4,0.0,1
E0012603,AXXOQA,0,2002,13,50,1,90000.0,0,0,0,8,0,3,14,0.0,0
E0012604,KFEMZGCRIKVC,0,2010,5,20,0,24000.0,0,0,1,10,0,2,12,0.0,1
E0012605,EKFSEFW,0,2006,9,40,0,54000.0,0,0,0,9,0,4,8,0.0,1
E0012606,WMPOQHKK,0,2014,1,38,0,18000.0,0,0,1,9,0,3,3,0.0,1
E0012607,YDJZIEI,0,2010,5,46,0,90000.0,0,0,0,9,0,5,3,0.0,0
E0012608,CKPZVRBOS,0,1998,17,27,0,60000.0,0,0,0,10,0,5,5,0.0,0
E0012609,BLWGMATMHI,0,2015,0,31,0,60000.0,0,0,1,8,0,1,7,0.0,1
E001261,DTKRBYKPVM,0,2008,7,23,0,54000.0,0,0,1,10,0,4,7,0.0,1
E0012610,PWWWYDTJD,0,2000,15,50,0,60000.0,0,0,0,8,0,1,13,0.0,0
E0012611,UNXRLVDWRPN,0,2000,15,29,0,60000.0,0,0,1,10,0,5,3,0.0,1
E0012612,IPTSYPRCYOX,0,2009,6,32,0,24000.0,0,0,0,9,0,1,14,0.0,1
E0012613,YJUFHUHK,0,2001,14,37,0,24000.0,0,0,0,8,0,2,6,0.0,0
E0012614,JAYZLV,0,2001,14,37,0,60000.0,0,0,0,10,0,3,14,0.0,1
E0012615,FZBBZXTPVGA,0,2014,1,42,1,18000.0,0,0,1,10,0,2,19,0.0,1
E0012616,NTMNZDQ,0,1997,18,41,0,36000.0,0,0,0,9,0,5,6,0.0,1
E0012617,AZWGTF,0,2000,15,23,0,24000.0,0,0,1,8,0,4,6,0.0,1
E0012618,QSGGUIE,0,2014,1,38,1,54000.0,0,0,0,10,0,3,20,0.0,0
E0012619,LZOHPLZXZUXX,0,2002,13,39,0,54000.0,0,0,0,10,0,2,8,0.0,1
E001262,VNOYFUFRTQ,0,2004,11,48,1,24000.0,0,0,1,10,0,1,0,0.0,0
E0012620,VDURKDTV,0,1998,17,33,0,36000.0,0,0,0,9,0,4,20,0.0,1
E0012621,PKSJYQKVG,0,1998,17,48,0,54000.0,0,0,1,10,0,1,8,0.0,1
E0012622,CWFRQJT,0,2007,8,29,1,24000.0,0,0,0,10,0,5,2,0.0,1
E0012623,EKZDXHEYGQBAD,0,2004,11,26,0,54000.0,0,0,0,8,0,5,11,0.0,1
E0012624,UCYAZNG,0,2002,13,39,1,90000.0,0,0,1,8,0,5,12,0.0,0
E0012625,JYOVOLCXB,0,2001,14,22,1,60000.0,0,0,0,9,0,4,17,0.0,0
E0012626,IELYXQDP,0,2007,8,49,0,54000.0,0,0,0,8,0,5,15,0.0,1
E0012627,TURLSH,0,2011,4,37,1,54000.0,0,0,0,9,0,1,16,0.0,1
E0012628,FKCLU,0,2006,9,39,0,54000.0,0,0,0,9,0,3,18,0.0,0
E0012629,PSKSENAZW,0,2013,2,39,0,24000.0,0,0,0,9,0,3,3,0.0,1
E001263,IIHFAEXIW,0,2012,3,41,1,24000.0,0,0,0,10,0,4,2,0.0,1
E0012630,FDGPMGGULBBB,0,1998,17,43,1,18000.0,0,0,0,8,0,4,0,0.0,1
E0012631,DAHAAXWVG,0,1999,16,40,0,54000.0,0,0,0,8,0,3,6,0.0,1
E0012632,SJJNAMHTXPKHS,0,2006,9,29,0,54000.0,0,0,0,10,0,4,4,0.0,1
E0012633,HJHLG,0,2000,15,31,0,54000.0,0,0,0,9,0,3,20,0.0,1
E0012634,KNNVXQZ,0,2013,2,30,0,54000.0,0,0,0,8,0,5,11,0.0,1
E0012635,SNSJKCMPMN,0,2006,9,37,0,18000.0,0,0,0,10,0,5,4,0.0,1
E0012636,KXTYLMXAK,0,1996,19,21,0,90000.0,0,0,1,10,0,1,17,0.0,1
E0012637,ELEKWALAHNCCV,0,2002,13,39,0,24000.0,0,0,0,9,0,1,3,0.0,0
E0012638,ACJIZHIN,0,2000,15,48,0,54000.0,0,0,0,8,0,4,5,0.0,0
E0012639,TOYDJKQCT,0,2008,7,46,1,24000.0,0,0,0,10,0,2,17,0.0,1
E001264,XQPETHDNLQ,0,2005,10,36,0,18000.0,0,0,1,9,0,3,5,0.0,1
E0012640,KMUPQPVP,0,2002,13,26,0,24000.0,0,0,0,8,0,5,9,0.0,1
E0012641,BIGMAOBAQJFPSC,0,2006,9,28,0,54000.0,0,0,1,8,0,3,18,0.0,0
E0012642,FQEXMZOR,0,2002,13,20,0,18000.0,0,0,0,10,0,1,20,0.0,1
E0012643,BZLMLAUTQUI,0,2007,8,42,0,54000.0,0,0,0,10,0,4,8,0.0,0
E0012644,MFQFJLPGQ,0,2007,8,31,1,60000.0,0,0,0,8,0,2,12,0.0,1
E0012645,TLNGIDIPPU,0,2007,8,31,1,60000.0,0,0,0,8,0,4,16,0.0,0
E0012646,BOYTCQSK,0,2014,1,26,0,60000.0,0,0,1,8,0,4,1,0.0,1
E0012647,OCDXKKI,0,2000,15,22,1,90000.0,0,0,0,8,0,4,3,0.0,1
E0012648,RHAZGRIZ,0,1999,16,43,0,54000.0,0,0,1,8,0,2,14,0.0,1
E0012649,ACEGCP,0,2006,9,44,0,24000.0,0,0,1,10,0,5,5,0.0,1
E001265,XIYYCGTDEFUKF,0,2007,8,21,0,90000.0,0,0,0,9,0,1,0,0.0,1
E0012650,MWMNZWAK,0,1997,18,21,1,54000.0,0,0,0,10,0,3,2,0.0,0
E0012651,YWVIJQDGMRIJS,0,2011,4,21,0,54000.0,0,0,0,10,0,3,1,0.0,1
E0012652,ACTGME,0,2008,7,26,1,36000.0,0,0,0,8,0,5,9,0.0,1
E0012653,WBWFLYQVSNDE,0,2011,4,34,0,60000.0,0,0,0,10,0,1,15,0.0,1
E0012654,KXUDWAEMHX,0,1999,16,37,0,54000.0,0,0,0,8,0,3,5,0.0,1
E0012655,HOCYTQDH,0,2013,2,26,0,54000.0,0,0,0,10,0,4,12,0.0,1
E0012656,BBNDCYJH,0,2004,11,22,1,54000.0,0,0,1,8,0,5,7,0.0,1
E0012657,ZYZYNIMTCHQ,0,2001,14,31,0,18000.0,0,0,0,8,0,3,18,0.0,1
E0012658,QNHCU,0,2012,3,34,0,24000.0,0,0,0,9,0,1,10,0.0,1
E0012659,FVYMSY,0,2001,14,26,0,60000.0,0,0,0,9,0,5,8,0.0,0
E001266,INETDTDSUKNG,0,2005,10,29,0,24000.0,0,0,1,8,0,3,13,0.0,1
E0012660,FIHZOGMCADXR,0,2009,6,21,1,36000.0,0,0,1,9,0,2,12,0.0,1
E0012661,IXCDIAA,0,2005,10,20,1,24000.0,0,0,0,10,0,5,12,0.0,0
E0012662,BHPVWJ,0,1996,19,39,0,18000.0,0,0,1,10,0,1,3,0.0,0
E0012663,DKKHWWMJKUCQMIF,0,2004,11,23,1,24000.0,0,0,0,10,0,5,6,0.0,0
E0012664,GALIL,0,2000,15,24,0,90000.0,0,0,0,8,0,2,11,0.0,1
E0012665,MASJOYOSBJXDUY,0,2005,10,27,0,24000.0,0,0,1,8,0,2,4,0.0,1
E0012666,BYRPLQMBVG,0,2004,11,28,1,54000.0,0,0,0,10,0,1,0,0.0,1
E0012667,UTAKRVK,0,1998,17,43,1,54000.0,0,0,1,8,0,3,2,0.0,1
E0012668,FIAFDFOEXAU,0,2012,3,48,1,60000.0,0,0,1,9,0,2,14,0.0,1
E0012669,QIUKM,0,1999,16,43,0,54000.0,0,0,0,10,0,4,13,0.0,0
E001267,UXUQQLYVZOEP,0,2009,6,44,0,24000.0,0,0,0,8,0,3,12,0.0,1
E0012670,NRPLJSPTO,0,2002,13,32,0,36000.0,0,0,1,8,0,1,17,0.0,0
E0012671,ZIAWNGGFQ,0,2009,6,27,1,54000.0,0,0,1,8,0,2,2,0.0,0
E0012672,FDVRCXXJJSBJ,0,2007,8,44,0,24000.0,0,0,0,9,0,3,2,0.0,1
E0012673,QIMFPVZLZD,0,2000,15,43,0,54000.0,0,0,0,8,0,1,18,0.0,1
E0012674,LCLAVDF,0,2012,3,46,0,90000.0,0,0,0,10,0,5,8,0.0,1
E0012675,UQYTBLQRL,0,2004,11,44,1,90000.0,0,0,0,10,0,3,14,0.0,0
E0012676,XOXMCHT,0,2015,0,48,0,60000.0,0,0,1,10,0,4,6,0.0,1
E0012677,UKSCESLZMTHJ,0,2003,12,50,0,54000.0,0,0,0,9,0,5,5,0.0,0
E0012678,IJAHGRG,0,2011,4,39,1,90000.0,0,0,0,10,0,3,20,0.0,1
E0012679,DZYTYSHADASZZ,0,2002,13,44,0,54000.0,0,0,0,9,0,5,11,0.0,1
E001268,MALDPVNSWN,0,2005,10,30,0,36000.0,0,0,0,8,0,5,2,0.0,1
E0012680,FKMNHAKIKMKWO,0,2013,2,20,0,18000.0,0,0,0,9,0,4,20,0.0,1
E0012681,FDLKGDI,0,1998,17,39,0,60000.0,0,0,0,8,0,1,16,0.0,1
E0012682,IQBOTQGYYYGJ,0,2012,3,22,1,24000.0,0,0,0,8,0,5,0,0.0,1
E0012683,HXCTETYR,0,2000,15,44,1,18000.0,0,0,0,9,0,4,5,0.0,1
E0012684,XNKQAXFPLPL,0,1996,19,32,0,54000.0,0,0,1,9,0,4,9,0.0,0
E0012685,OPBQWTYVMZHBFDY,0,2013,2,24,0,60000.0,0,0,1,10,0,1,1,0.0,1
E0012686,OPWLZXMT,0,2012,3,23,0,24000.0,0,0,0,9,0,4,18,0.0,1
E0012687,COOKTWILIU,0,2000,15,24,1,90000.0,0,0,1,9,0,1,0,0.0,1
E0012688,TDWRCX,0,2006,9,27,0,90000.0,0,0,0,9,0,3,3,0.0,1
E0012689,UIHCESPLR,0,2010,5,34,0,90000.0,0,0,0,10,0,3,13,0.0,0
E001269,YXJSNT,0,2006,9,20,0,60000.0,0,0,1,9,0,5,20,0.0,1
E0012690,CUOYZ,0,2010,5,38,0,90000.0,0,0,0,8,0,4,13,0.0,0
E0012691,JMBUIGDY,0,2014,1,28,0,24000.0,0,0,0,8,0,1,9,0.0,1
E0012692,BDLKCOYTX,0,1997,18,44,0,90000.0,0,0,0,10,0,2,0,0.0,0
E0012693,KVARLMKRZ,0,2015,0,27,0,90000.0,0,0,1,10,0,4,20,0.0,1
E0012694,SQOWTJPR,0,2002,13,34,1,54000.0,0,0,0,10,0,4,12,0.0,1
E0012695,ZXJYCQH,0,1996,19,49,1,180000.0,0,0,0,9,0,4,6,0.0,1
E0012696,CCZRJT,0,2000,15,36,0,36000.0,0,0,1,9,0,4,5,0.0,1
E0012697,TTNLE,0,1997,18,26,0,90000.0,0,0,0,8,0,1,20,0.0,1
E0012698,YUIHA,0,2010,5,29,0,36000.0,0,0,0,9,0,1,3,0.0,1
E0012699,MNPMP,0,2010,5,20,0,54000.0,0,0,1,9,0,3,10,0.0,1
E00127,TYBUVMRR,0,2000,15,29,0,54000.0,0,0,0,10,0,3,11,0.0,1
E001270,BZPPSLO,0,2010,5,49,1,18000.0,0,0,0,10,0,3,17,0.0,0
E0012700,RSMYBZFKR,0,2011,4,31,1,90000.0,0,0,0,8,0,5,18,0.0,1
E0012701,BAWBEJ,0,2000,15,37,1,54000.0,0,0,0,10,0,2,18,0.0,1
E0012702,VGOJEAFAJML,0,2003,12,29,0,54000.0,0,0,0,10,0,3,7,0.0,0
E0012703,SWLNZXUM,0,2002,13,23,0,60000.0,0,0,0,10,0,2,10,0.0,1
E0012704,MJRKRSTPUBN,0,2014,1,43,0,54000.0,0,0,1,8,0,1,8,0.0,1
E0012705,MUYXJND,0,2009,6,21,1,54000.0,0,0,0,10,0,5,18,0.0,1
E0012706,ZGHCASCGKZ,0,2013,2,37,0,54000.0,0,0,0,10,0,4,4,0.0,1
E0012707,LQEIVADFN,0,2012,3,36,0,54000.0,0,0,1,9,0,3,11,0.0,1
E0012708,GJWLWVQWG,0,2005,10,23,0,54000.0,0,0,0,8,0,3,4,0.0,1
E0012709,XFKOABYV,0,2004,11,24,1,24000.0,0,0,0,10,0,1,16,0.0,1
E001271,UPGLPQQ,0,2009,6,38,1,54000.0,0,0,0,9,0,5,16,0.0,1
E0012710,AJOVLNAA,0,2012,3,29,0,24000.0,0,0,1,9,0,5,3,0.0,1
E0012711,RTBBZUQKB,0,2009,6,29,0,60000.0,0,0,1,9,0,2,4,0.0,1
E0012712,NVWSDRZZU,0,2009,6,26,1,24000.0,0,0,0,10,0,2,1,0.0,1
E0012713,DIWUPZWH,0,2009,6,40,1,18000.0,0,0,0,9,0,4,5,0.0,1
E0012714,QLBHPTDX,0,1996,19,24,0,90000.0,0,0,0,8,0,3,7,0.0,0
E0012715,CPCMRRI,0,2003,12,46,1,18000.0,0,0,0,8,0,1,0,0.0,0
E0012716,QVUENRN,0,2004,11,45,0,60000.0,0,0,1,9,0,5,0,0.0,1
E0012717,BZBTYYFVQW,0,2006,9,23,1,54000.0,0,0,0,10,0,2,6,0.0,0
E0012718,PGWWUXHRGL,0,2013,2,35,0,24000.0,0,0,1,8,0,3,9,0.0,1
E0012719,LXWYTIXJ,0,1996,19,22,1,90000.0,0,0,0,9,0,3,15,0.0,0
E001272,TFXWM,0,2012,3,44,0,54000.0,0,0,0,8,0,3,15,0.0,1
E0012720,MOPFIE,0,2005,10,36,0,54000.0,0,0,1,8,0,1,1,0.0,1
E0012721,HBMVVQXTS,0,2007,8,21,0,90000.0,0,0,1,9,0,3,7,0.0,1
E0012722,TEIPLKDAA,0,1998,17,44,1,60000.0,0,0,0,10,0,5,18,0.0,1
E0012723,PAVNKDEAC,0,2009,6,37,0,24000.0,0,0,0,9,0,1,7,0.0,1
E0012724,ZHSPB,0,1998,17,26,1,54000.0,0,0,1,9,0,1,12,0.0,1
E0012725,UHAPQYTE,0,2008,7,31,0,60000.0,0,0,0,8,0,2,16,0.0,1
E0012726,SLWWSJSAIF,0,2009,6,29,1,54000.0,0,0,0,9,0,1,9,0.0,1
E0012727,DTMSFJ,0,2011,4,39,0,36000.0,0,0,0,9,0,3,16,0.0,1
E0012728,TBONIJBVRN,0,2011,4,47,0,54000.0,0,0,1,10,0,4,18,0.0,1
E0012729,KCMWLYSP,0,2012,3,28,0,18000.0,0,0,0,9,0,3,15,0.0,1
E001273,GTRSSIYIKB,0,2007,8,50,0,18000.0,0,0,0,10,0,3,1,0.0,1
E0012730,VZCXVYNJZ,0,1997,18,31,0,54000.0,0,0,1,10,0,1,2,0.0,1
E0012731,KABNXBA,0,2003,12,42,0,60000.0,0,0,0,10,0,3,10,0.0,0
E0012732,SZOVDACYSJD,0,2011,4,29,0,54000.0,0,0,0,9,0,2,14,0.0,1
E0012733,XNJCFKLN,0,2009,6,50,1,54000.0,0,0,0,9,0,4,9,0.0,1
E0012734,WWREXLSWLBTM,0,2008,7,33,0,36000.0,0,0,0,9,0,3,9,0.0,0
E0012735,MHIUDXNFMJXVRR,0,2005,10,22,0,24000.0,0,0,0,8,0,3,11,0.0,1
E0012736,ADJAQQTNQSE,0,2004,11,32,0,24000.0,0,0,0,8,0,1,9,0.0,1
E0012737,SISRTUKDF,0,2001,14,37,0,18000.0,0,0,1,9,0,5,5,0.0,1
E0012738,ANHBTTUWTIP,0,2009,6,47,0,60000.0,0,0,0,8,0,3,17,0.0,1
E0012739,MSUVYPXBLOJQNV,0,2015,0,20,0,24000.0,0,0,0,10,0,2,18,0.0,1
E001274,ACGDBZNTFKHU,0,2003,12,42,0,60000.0,0,0,0,9,0,4,14,0.0,1
E0012740,KSAEBOVBGDV,0,2005,10,29,0,54000.0,0,0,0,9,0,4,5,0.0,1
E0012741,IICKRN,0,1998,17,38,1,54000.0,0,0,1,10,0,5,13,0.0,0
E0012742,EIAAGGED,0,2009,6,33,0,60000.0,0,0,1,8,0,1,13,0.0,1
E0012743,JRPGQH,0,2007,8,31,0,90000.0,0,0,0,8,0,2,10,0.0,1
E0012744,LZNTNPFKP,0,2009,6,37,0,18000.0,0,0,0,8,0,1,4,0.0,1
E0012745,ETZYJPDFIN,0,2004,11,46,1,60000.0,0,0,0,8,0,5,20,0.0,1
E0012746,CJBHBYAMJGA,0,2000,15,23,0,54000.0,0,0,0,8,0,5,15,0.0,1
E0012747,BUSPLLZNMBZP,0,1999,16,36,0,36000.0,0,0,0,8,0,2,11,0.0,1
E0012748,GHXLGWAWC,0,2005,10,26,1,24000.0,0,0,0,9,0,3,20,0.0,1
E0012749,JCQDY,0,2001,14,45,1,36000.0,0,0,0,8,0,4,10,0.0,0
E001275,MCQIUHH,0,1996,19,33,0,36000.0,0,0,0,8,0,4,17,0.0,1
E0012750,DHGBI,0,1997,18,44,1,36000.0,0,0,0,10,0,4,3,0.0,1
E0012751,LIWPNIEX,0,2007,8,40,1,90000.0,0,0,1,8,0,5,9,0.0,1
E0012752,ZFWABBX,0,2010,5,42,0,24000.0,0,0,0,8,0,5,14,0.0,1
E0012753,OLAXS,0,1996,19,42,0,60000.0,0,0,0,10,0,2,10,0.0,1
E0012754,AJHBHM,0,2003,12,47,0,54000.0,0,0,0,9,0,4,1,0.0,0
E0012755,KAKIPOR,0,2002,13,32,1,24000.0,0,0,0,10,0,2,5,0.0,1
E0012756,MQHAWJCZM,0,2006,9,37,0,24000.0,0,0,1,9,0,2,1,0.0,1
E0012757,OOJIGHGZCU,0,2015,0,21,1,24000.0,0,0,1,10,0,2,13,0.0,1
E0012758,IFKWFOPU,0,2003,12,34,1,54000.0,0,0,0,9,0,5,1,0.0,1
E0012759,QCRNI,0,2004,11,35,0,90000.0,0,0,0,10,0,4,12,0.0,1
E001276,LZJXAGBVKQ,0,2012,3,39,0,54000.0,0,0,0,9,0,3,15,0.0,1
E0012760,VBKATPSF,0,2010,5,27,1,54000.0,0,0,0,9,0,1,12,0.0,1
E0012761,ZMAGRFI,0,2002,13,35,1,60000.0,0,0,1,9,0,5,11,0.0,0
E0012762,IQYNEBUPNQ,0,2000,15,29,0,180000.0,0,0,0,8,0,4,9,0.0,1
E0012763,IHETCB,0,2003,12,22,0,54000.0,0,0,0,9,0,2,15,0.0,1
E0012764,MXQLKY,0,2009,6,39,0,90000.0,0,0,1,8,0,2,16,0.0,1
E0012765,FCOULU,0,1998,17,35,0,54000.0,0,0,0,8,0,2,2,0.0,1
E0012766,GWMQKWEUS,0,2001,14,21,1,18000.0,0,0,0,8,0,5,1,0.0,1
E0012767,TBENCQT,0,2012,3,35,0,54000.0,0,0,1,9,0,2,14,0.0,1
E0012768,HKYKRERKC,0,2011,4,35,1,54000.0,0,0,1,9,0,2,1,0.0,1
E0012769,FXZBTTHCYE,0,1997,18,26,1,60000.0,0,0,0,8,0,3,5,0.0,0
E001277,TWDZAN,0,2002,13,37,0,60000.0,0,0,0,10,0,5,14,0.0,1
E0012770,RNQIUKP,0,1998,17,29,0,60000.0,0,0,0,10,0,5,3,0.0,0
E0012771,CGXYBLSYUORJ,0,1998,17,26,0,36000.0,0,0,0,8,0,4,17,0.0,1
E0012772,NPMJJY,0,2007,8,47,0,54000.0,0,0,1,10,0,4,4,0.0,0
E0012773,GUDTM,0,2003,12,34,0,18000.0,0,0,0,9,0,5,3,0.0,1
E0012774,UPJFQQ,0,2013,2,34,0,90000.0,0,0,0,10,0,4,5,0.0,1
E0012775,ABPWDGQT,0,2006,9,40,0,54000.0,0,0,1,9,0,3,11,0.0,1
E0012776,IRLNOUPM,0,2004,11,40,0,36000.0,0,0,0,8,0,4,9,0.0,0
E0012777,SBFZNZMM,0,2010,5,21,0,90000.0,0,0,1,10,0,3,4,0.0,0
E0012778,OPGNCXLO,0,2007,8,35,0,18000.0,0,0,1,9,0,3,20,0.0,1
E0012779,CLBOAHJZZ,0,2002,13,45,0,24000.0,0,0,0,8,0,1,9,0.0,1
E001278,HFMQX,0,2003,12,22,0,54000.0,0,0,0,10,0,2,13,0.0,1
E0012780,WYSAIXZWIP,0,2013,2,23,0,54000.0,0,0,0,9,0,4,8,0.0,0
E0012781,XGMVBBAMKD,0,1997,18,39,0,54000.0,0,0,0,8,0,5,4,0.0,1
E0012782,EAUBE,0,1998,17,31,1,18000.0,0,0,0,10,0,5,4,0.0,1
E0012783,DLFCKNSLM,0,2012,3,45,0,54000.0,0,0,0,10,0,5,16,0.0,1
E0012784,MSKWZMLXX,0,1998,17,28,0,60000.0,0,0,0,10,0,5,12,0.0,0
E0012785,JJXZTOLJWNH,0,2007,8,44,0,54000.0,0,0,0,9,0,3,11,0.0,0
E0012786,KMUPGFXQNP,0,2013,2,38,0,90000.0,0,0,0,8,0,1,0,0.0,1
E0012787,RFZGRYBYWD,0,2011,4,30,0,24000.0,0,0,1,9,0,1,12,0.0,1
E0012788,GKXJDQCVEFFI,0,2003,12,22,1,90000.0,0,0,1,9,0,3,0,0.0,1
E0012789,XUGDMVO,0,2009,6,39,0,24000.0,0,0,0,10,0,1,20,0.0,1
E001279,VVKEGQPHX,0,2001,14,23,0,60000.0,0,0,0,10,0,4,10,0.0,1
E0012790,SUEHPOOMAT,0,2008,7,25,1,18000.0,0,0,0,8,0,1,2,0.0,0
E0012791,KVPOO,0,2008,7,44,0,54000.0,0,0,1,9,0,3,13,0.0,1
E0012792,GNMYFHBUKHAF,0,2001,14,40,0,24000.0,0,0,1,10,0,1,14,0.0,0
E0012793,MYORSVVWHFQAV,0,2012,3,47,0,24000.0,0,0,0,8,0,4,3,0.0,1
E0012794,ZJISKTPHND,0,1998,17,46,0,60000.0,0,0,1,10,0,3,18,0.0,0
E0012795,MIFFWM,0,2006,9,49,1,54000.0,0,0,1,8,0,2,19,0.0,1
E0012796,WJMUTOONRQKFSG,0,2011,4,31,1,90000.0,0,0,0,10,0,2,15,0.0,0
E0012797,ZWSIRVGAWZO,0,2013,2,23,1,90000.0,0,0,0,10,0,3,8,0.0,1
E0012798,EYGBS,0,2007,8,34,0,54000.0,0,0,1,8,0,2,6,0.0,1
E0012799,DBJWBVIIX,0,1996,19,29,0,24000.0,0,0,1,9,0,4,6,0.0,1
E00128,EHLZR,0,2006,9,44,0,60000.0,0,0,1,10,0,1,3,0.0,0
E001280,FLDRXQWTJ,0,2009,6,23,0,18000.0,0,0,0,10,0,2,0,0.0,1
E0012800,KEVAGBDUGHR,0,2005,10,46,0,90000.0,0,0,1,10,0,1,19,0.0,1
E0012801,TTYUJ,0,2013,2,37,1,60000.0,0,0,0,8,0,4,14,0.0,1
